OBJECTID,ISSUE_DATE,PERMIT_TYPE_NAME,PERMIT_SUBTYPE_NAME,APPLICATION_STATUS_NAME,FULL_ADDRESS,ZONING,LASTMODIFIEDDATE,CITY,STATE,LATITUDE,LONGITUDE,ZIPCODE,WARD,ANC,DISTRICT,PSA,NEIGHBORHOODCLUSTER,BUSINESSIMPROVEMENTDISTRICT
443571,2016-06-01T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"2817 CATHEDRAL AVE NW, WASHINGTON, DC 20008",,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.929027,-77.057427,20008,3,3C,SECOND,204,15,NONE
443572,2016-06-01T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1137 5TH ST NE, WASHINGTON, DC 20002",R-4,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.904714,-76.999285,20002,6,6C,FIRST,104,25,NONE
443573,2016-06-01T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"790 IRVING ST NW, WASHINGTON, DC 20010",R-4,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.928698,-77.025782,20010,1,1A,THIRD,302,2,NONE
443574,2016-06-01T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"2020 FLORIDA AVE NW, WASHINGTON, DC 20009",DC/C-3-B,2016-07-18T08:11:55.000Z,WASHINGTON,DC,38.914513,-77.045593,20009,2,2B,SECOND,208,6,NONE
443575,2016-06-01T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"333 F ST NE, WASHINGTON, DC 20002",CAP/R-4,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.897139,-77.00088,20002,6,6C,FIRST,104,25,NONE
443576,2016-06-01T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"633 CONSTITUTION AVE NE, WASHINGTON, DC 20002",,2016-07-19T08:12:25.000Z,WASHINGTON,DC,38.891804,-76.997202,20002,6,6C,FIRST,107,26,NONE
443577,2016-06-02T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"2640 WOODLEY PL NW, WASHINGTON, DC 20008",R-4,2016-08-11T08:10:58.000Z,WASHINGTON,DC,38.924848,-77.051302,20008,3,3C,SECOND,204,15,NONE
442713,2016-04-21T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1990 K ST NW, WASHINGTON, DC 20006",C-3-C,2016-07-30T08:14:54.000Z,WASHINGTON,DC,38.902185,-77.044548,20006,2,2B,SECOND,207,6,GOLDEN TRIANGLE BID
442714,2016-04-21T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"4600 WISCONSIN AVE NW, WASHINGTON, DC 20016",,2016-07-30T08:14:54.000Z,WASHINGTON,DC,38.949947,-77.080827,20016,3,3E,SECOND,202,11,NONE
442715,2016-04-21T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"3600 VAN NESS ST NW, WASHINGTON, DC 20008",,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.942942,-77.070003,20008,3,3F,SECOND,202,11,NONE
442716,2016-04-21T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"204 44TH ST NE, WASHINGTON, DC 20019",*,2016-07-30T08:14:54.000Z,WASHINGTON,DC,38.893709,-76.939434,20019,7,7D,SIXTH,602,30,NONE
442717,2016-04-13T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1200 1ST ST NE, WASHINGTON, DC 20002",,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.906088,-77.006356,20002,6,6C,FIFTH,506,25,NOMA BID
442718,2016-04-13T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"3507 WOODLEY RD NW, WASHINGTON, DC 20016",,2016-04-20T08:27:57.000Z,WASHINGTON,DC,38.931938,-77.069542,20016,3,3C,SECOND,204,15,NONE
442719,2016-04-13T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"5230 5TH ST NW, WASHINGTON, DC 20011",,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.953938,-77.02,20011,4,4D,FOURTH,403,18,NONE
442720,2016-04-13T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"929 FARRAGUT ST NW, WASHINGTON, DC 20011",R-3,2016-05-26T15:56:19.000Z,WASHINGTON,DC,38.951002,-77.026686,20011,4,4D,FOURTH,407,18,NONE
442721,2016-04-13T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1255 23RD ST NW, WASHINGTON, DC 20037",,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.906395,-77.049787,20037,2,2A,SECOND,208,5,NONE
442722,2016-04-13T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"4801 WISCONSIN AVE NW 506, WASHINGTON, DC 20016",C-2-A,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.95239,-77.081046,20016,3,3E,SECOND,202,11,NONE
442723,2016-04-13T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"786 HARVARD ST NW, WASHINGTON, DC 20001",,2016-07-30T08:14:54.000Z,WASHINGTON,DC,38.926723,-77.025703,20001,1,1B,THIRD,304,2,NONE
442724,2016-04-13T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"3123 12TH ST NE, WASHINGTON, DC 20017",C-1,2016-07-30T08:14:54.000Z,WASHINGTON,DC,38.929338,-76.990519,20017,5,5A,FIFTH,504,22,NONE
442725,2016-04-13T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1413 WISCONSIN AVE NW, WASHINGTON, DC 20007",C-2-A,2016-07-30T08:14:54.000Z,WASHINGTON,DC,38.908813,-77.063834,20007,2,2E,SECOND,206,4,GEORGETOWN BID
442726,2016-04-13T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,COMPLETED,"5347 B ST SE, WASHINGTON, DC 20019",R-2,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.885649,-76.924187,20019,7,7E,SIXTH,604,33,NONE
442945,2016-04-27T00:00:00.000Z,CONSTRUCTION,ADDITION ALTERATION REPAIR,PERMIT ISSUED,"2315 ONTARIO RD NW, WASHINGTON, DC 20009",R-5-B,2016-07-30T08:14:54.000Z,WASHINGTON,DC,38.920452,-77.039662,20009,1,1C,THIRD,303,1,NONE
442946,2016-04-27T00:00:00.000Z,CONSTRUCTION,ADDITION ALTERATION REPAIR,PERMIT ISSUED,"1541 44TH ST NW, WASHINGTON, DC 20007",,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.909778,-77.080332,20007,3,3D,SECOND,205,13,NONE
442947,2016-04-27T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"700 RANDOLPH ST NW, WASHINGTON, DC 20011",,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.938553,-77.021668,20011,4,4C,FOURTH,407,18,NONE
442948,2016-04-27T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1860 19TH ST NW, WASHINGTON, DC 20009",DC/R-5-B,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.915187,-77.043736,20009,2,2B,SECOND,208,6,NONE
442949,2016-04-27T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,COMPLETED,"2804 P ST NW, WASHINGTON, DC 20007",R-3,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.909172,-77.057358,20007,2,2E,SECOND,206,4,NONE
442950,2016-04-27T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"201 RHODE ISLAND AVE NE 20010 703-, WASHINGTON, DC 20002",,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.91854,-77.003304,20002,5,5C,FIFTH,502,21,NONE
442951,2016-04-27T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"4010 CHESAPEAKE ST NW, WASHINGTON, DC 20016",,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.950535,-77.079305,20016,3,3E,SECOND,202,11,NONE
442952,2016-04-27T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,COMPLETED,"1301 K ST NW, WASHINGTON, DC 20005",,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.902926,-77.030521,20005,2,2F,FIRST,101,8,DOWNTOWN BID
442953,2016-04-27T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1424 BUCHANAN ST NW, WASHINGTON, DC 20011",,2016-04-28T08:16:28.000Z,WASHINGTON,DC,38.945947,-77.033994,20011,4,4C,FOURTH,404,18,NONE
442954,2016-04-27T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1330 CONNECTICUT AVE NW, WASHINGTON, DC 20036",DC/C-3-C,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.907887,-77.042919,20036,2,2B,SECOND,208,6,GOLDEN TRIANGLE BID
442955,2016-04-27T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"300 E ST SW, WASHINGTON, DC 20546",C-3-C,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.882929,-77.016351,20546,6,6D,FIRST,105,9,NONE
442956,2016-04-27T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"849 19TH ST NE, WASHINGTON, DC 20002",R-5-B,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.901352,-76.97598,20002,5,5B,FIFTH,507,23,NONE
443154,2016-06-30T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1800 K ST NW 1122, WASHINGTON, DC 20006",,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.902443,-77.041726,20006,2,2B,SECOND,207,6,GOLDEN TRIANGLE BID
443155,2016-06-30T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"430 17TH ST NW, WASHINGTON, DC 20006",SP-2,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.894819,-77.040205,20006,2,2A,SECOND,207,NONE,NONE
443156,2016-06-30T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"935 12TH ST NE, WASHINGTON, DC 20002",,2016-08-03T08:09:28.000Z,WASHINGTON,DC,0,0,,6,NONE,FIRST,104,NONE,NONE
443157,2016-06-30T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1001 G ST NW, WASHINGTON, DC 20001",,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.898712,-77.026485,20001,2,2C,FIRST,101,8,DOWNTOWN BID
443158,2016-06-30T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1555 41ST ST SE, WASHINGTON, DC 20020",R-2,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.866796,-76.943972,20020,7,7E,SIXTH,605,34,NONE
443159,2016-06-30T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"3605 QUESADA ST NW, WASHINGTON, DC 20015",R-1-B,2016-07-30T08:14:55.000Z,WASHINGTON,DC,38.968823,-77.073387,20015,3,3G,SECOND,201,10,NONE
443160,2016-06-30T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1500 K ST NW, WASHINGTON, DC 20005",C-4,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.901977,-77.035006,20005,2,2B,SECOND,207,6,DOWNTOWN BID
443161,2016-06-30T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1610 RIGGS PL NW, WASHINGTON, DC 20009",DC/R-5-B,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.913192,-77.037236,20009,2,2B,THIRD,301,6,NONE
443361,2016-05-10T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"800 21ST ST NW LOADING DO, WASHINGTON, DC 20052",,2016-07-19T08:12:25.000Z,WASHINGTON,DC,38.899895,-77.047198,20006,2,2A,SECOND,207,5,NONE
443362,2016-05-10T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"408 TENNESSEE AVE NE, WASHINGTON, DC 20002",R-4,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.895118,-76.986149,20002,6,6A,FIRST,108,25,NONE
443363,2016-05-10T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1818 NEWTON ST NE, WASHINGTON, DC 20018",R-1-B,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.93429,-76.97893,20018,5,5A,FIFTH,504,22,NONE
443364,2016-05-10T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"4150 FORDHAM RD NW, WASHINGTON, DC 20016",,2016-07-30T08:14:55.000Z,WASHINGTON,DC,38.942785,-77.098783,20016,3,3D,SECOND,205,13,NONE
443365,2016-05-10T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"2407 36TH ST SE, WASHINGTON, DC 20020",,2016-07-30T08:14:55.000Z,WASHINGTON,DC,38.860159,-76.956758,20020,7,7B,SIXTH,606,35,NONE
443366,2016-05-11T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"4211 ELLICOTT ST NW, WASHINGTON, DC 20016",,2016-05-26T15:56:19.000Z,WASHINGTON,DC,38.953499,-77.083129,20016,3,3E,SECOND,202,11,NONE
443367,2016-05-10T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1273 DELAFIELD PL NE, WASHINGTON, DC 20017",R-2,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.949252,-76.986995,20017,5,5A,FOURTH,405,20,NONE
443368,2016-05-10T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"2433 I ST NW, WASHINGTON, DC 20037",FB/R-3,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.900878,-77.052896,20037,2,2A,SECOND,207,5,NONE
443369,2016-05-10T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1745 18TH ST NW, WASHINGTON, DC 20009",,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.91359,-77.041441,20009,2,2B,THIRD,301,6,NONE
443370,2016-05-10T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"3012 RODMAN ST NW, WASHINGTON, DC 20008",R-2,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.937978,-77.060684,20008,3,3C,SECOND,203,15,NONE
443371,2016-05-10T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"3014 RODMAN ST NW, WASHINGTON, DC 20008",,2016-05-26T15:56:19.000Z,WASHINGTON,DC,38.937973,-77.060771,20008,3,3C,SECOND,203,15,NONE
443372,2016-02-22T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,COMPLETED,"1201 CONNECTICUT AVE NW, WASHINGTON, DC 20036",DC/C-3-C,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.906087,-77.040801,20036,2,2B,SECOND,208,6,GOLDEN TRIANGLE BID
443373,2016-02-22T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1201 CONNECTICUT AVE NW 12TH FL, WASHINGTON, DC 20036",DC/C-3-C,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.906087,-77.040801,20036,2,2B,SECOND,208,6,GOLDEN TRIANGLE BID
443578,2016-06-01T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"2421 NORTH CAPITOL ST NE, WASHINGTON, DC 20002",R-3,2016-07-30T08:14:55.000Z,WASHINGTON,DC,38.922006,-77.008728,20002,5,5C,FIFTH,502,21,NONE
443579,2016-06-02T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"4005 SOUTH DAKOTA AVE NE, WASHINGTON, DC 20018",R-1-B,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.938647,-76.978857,20018,5,5A,FIFTH,503,24,NONE
443580,2016-06-02T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"2212 12TH ST NW, WASHINGTON, DC 20009",R-5-B,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.919672,-77.028301,20009,1,1B,THIRD,305,3,NONE
443581,2016-06-02T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"4010 MANSION DR NW, WASHINGTON, DC 20007",,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.915984,-77.078649,20007,2,2E,SECOND,206,4,NONE
442727,2016-04-13T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"252 MARYLAND AVE NE A, WASHINGTON, DC 20002",CAP/R-5-B,2016-07-19T08:12:25.000Z,WASHINGTON,DC,38.892733,-77.002375,20002,6,6C,FIRST,107,25,CAPITOL HILL BID
442728,2016-04-13T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"3300 O ST NW, WASHINGTON, DC 20007",R-3,2016-07-30T08:14:54.000Z,WASHINGTON,DC,38.907615,-77.06627,20007,2,2E,SECOND,206,4,NONE
442729,2016-04-13T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,COMPLETED,"4201 GEORGIA AVE NW, WASHINGTON, DC 20011",GA/C-2-A,2016-06-22T08:08:00.000Z,WASHINGTON,DC,38.94204,-77.025317,20011,4,4C,FOURTH,407,18,NONE
442730,2016-04-13T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,COMPLETED,"61 FRANKLIN ST NE, WASHINGTON, DC 20002",R-3,2016-07-30T08:14:54.000Z,WASHINGTON,DC,38.926336,-77.00629,20002,5,5C,FIFTH,502,21,NONE
442731,2016-04-13T00:00:00.000Z,CONSTRUCTION,AWNING,PERMIT ISSUED,"996 I ST NW, WASHINGTON, DC 20001",,2016-05-26T15:56:19.000Z,WASHINGTON,DC,38.900714,-77.025784,20001,2,2F,FIRST,101,8,DOWNTOWN BID
442732,2016-04-13T00:00:00.000Z,CONSTRUCTION,CAPACITY PLACARD,PERMIT ISSUED,"6001 SLIGO MILL RD NE, WASHINGTON, DC 20011",,2016-07-30T08:14:54.000Z,WASHINGTON,DC,38.963348,-77.006658,20011,4,4B,FOURTH,406,19,NONE
442733,2016-04-13T00:00:00.000Z,CONSTRUCTION,DEMOLITION,PERMIT ISSUED,"1800 K ST NW, WASHINGTON, DC 20006",,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.902443,-77.041726,20006,2,2B,SECOND,207,6,GOLDEN TRIANGLE BID
442734,2016-04-13T00:00:00.000Z,CONSTRUCTION,DEMOLITION,PERMIT ISSUED,"1875 I ST NW 12TH FL, WASHINGTON, DC 20006",C-4,2016-07-30T08:14:54.000Z,WASHINGTON,DC,38.901527,-77.042864,20006,2,2B,SECOND,207,6,GOLDEN TRIANGLE BID
442735,2016-06-02T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"64 NEW YORK AVE NE, WASHINGTON, DC 20002",C-3-C,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.909174,-77.006964,20002,5,5C,FIFTH,502,21,NOMA BID
442736,2016-06-02T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1120 20TH ST NW, WASHINGTON, DC 20036",C-3-C,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.904585,-77.045381,20036,2,2A,SECOND,207,6,GOLDEN TRIANGLE BID
442737,2016-06-01T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1017 7TH ST NE, WASHINGTON, DC 20002",R-4,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.903131,-76.995916,20002,6,6A,FIRST,104,25,NONE
442738,2016-06-01T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"2205 EVARTS ST NE, WASHINGTON, DC 20018",R-1-B,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.924315,-76.973602,20018,5,5B,FIFTH,503,22,NONE
442957,2016-04-27T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1448 CORCORAN ST NW, WASHINGTON, DC 20009",,2016-07-30T08:14:55.000Z,WASHINGTON,DC,38.911719,-77.033933,20009,2,2F,THIRD,301,7,NONE
442958,2016-04-27T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"25 U ST NE, WASHINGTON, DC 20002",R-4,2016-07-30T08:14:55.000Z,WASHINGTON,DC,38.916794,-77.008001,20002,5,5C,FIFTH,502,21,NONE
442959,2016-06-24T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"20 F ST NW, WASHINGTON, DC 20001",,2016-07-30T08:14:55.000Z,WASHINGTON,DC,38.89705,-77.009974,20001,6,6C,FIRST,103,8,DOWNTOWN BID
442960,2016-06-24T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1711 S ST NW, WASHINGTON, DC 20009",R-5-B,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.914319,-77.039816,20009,2,2B,THIRD,301,6,NONE
442961,2016-06-23T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"2816 R ST NW, WASHINGTON, DC 20007",R-3,2016-06-25T08:07:24.000Z,WASHINGTON,DC,38.91243,-77.058079,20007,2,2E,SECOND,206,4,NONE
442962,2016-06-24T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"510 WEBSTER ST NW, WASHINGTON, DC 20011",R-4,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.943871,-77.020907,20011,4,4C,FOURTH,407,18,NONE
442963,2016-06-23T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1445 NEW YORK AVE NW, WASHINGTON, DC 20005",C-4,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.899352,-77.032922,20005,2,2F,SECOND,207,8,DOWNTOWN BID
442964,2016-06-23T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"400 NORTH CAPITOL ST NW, WASHINGTON, DC 20001",,2016-07-30T08:14:55.000Z,WASHINGTON,DC,38.895397,-77.009598,20001,6,6C,FIRST,103,8,DOWNTOWN BID
442966,2016-06-24T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"5255 LOUGHBORO RD NW, WASHINGTON, DC 20016",,2016-07-30T08:14:55.000Z,WASHINGTON,DC,38.936221,-77.109239,20016,3,3D,SECOND,205,13,NONE
442967,2016-06-23T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"6008 GEORGIA AVE NW, WASHINGTON, DC 20011",,2016-07-30T08:14:55.000Z,WASHINGTON,DC,38.963192,-77.028329,20011,4,4A,FOURTH,402,17,NONE
443162,2016-06-30T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"4514 CONNECTICUT AVE NW #107, WASHINGTON, DC 20008",,2016-07-25T08:06:14.000Z,WASHINGTON,DC,38.948515,-77.066561,20008,3,3F,SECOND,203,12,NONE
443163,2016-06-30T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1701 NEWTON ST NW, WASHINGTON, DC 20010",,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.934371,-77.0391,20010,1,1D,FOURTH,408,2,NONE
443164,2016-06-30T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"5519 CENTRAL AVE SE, WASHINGTON, DC 20019",R-2,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.886036,-76.920964,20019,7,7E,SIXTH,604,33,NONE
443165,2016-06-30T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"110 CARROLL ST NW, WASHINGTON, DC 20012",,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.974493,-77.014592,20012,4,4B,FOURTH,401,17,NONE
443166,2016-06-30T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"5013 CONNECTICUT AVE NW, WASHINGTON, DC 20008",C-1,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.955363,-77.069513,20008,3,3F,SECOND,203,10,NONE
443167,2016-05-31T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"301 MARYLAND AVE NE, WASHINGTON, DC 20002",CAP/R-4,2016-07-18T08:11:55.000Z,WASHINGTON,DC,38.892366,-77.001767,20002,6,6C,FIRST,107,25,CAPITOL HILL BID
443168,2016-05-31T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1100 E ST NE, WASHINGTON, DC 20002",,2016-07-19T08:12:25.000Z,WASHINGTON,DC,38.896317,-76.991344,20002,6,6A,FIRST,107,25,NONE
443169,2016-05-31T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"3900 CONNECTICUT AVE NW, WASHINGTON, DC 20008",R-5-D,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.939834,-77.061473,20008,3,3F,SECOND,203,12,NONE
443170,2016-05-31T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1336 INDEPENDENCE AVE SE, WASHINGTON, DC 20003",R-4,2016-07-30T08:14:55.000Z,WASHINGTON,DC,38.8878,-76.987057,20003,6,6B,FIRST,108,26,NONE
443171,2016-05-31T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"3 DUPONT CIR NW, WASHINGTON, DC 20036",DC/C-3-C,2016-07-19T08:12:25.000Z,WASHINGTON,DC,38.909227,-77.044451,20036,2,2B,SECOND,208,6,NONE
443172,2016-05-31T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"821 52ND ST NE, WASHINGTON, DC 20019",,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.900451,-76.925795,20019,7,7C,SIXTH,608,31,NONE
443173,2016-05-31T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"4500 NEW HAMPSHIRE AVE NW, WASHINGTON, DC 20011",,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.945497,-77.01783,20011,4,4C,FOURTH,407,18,NONE
443374,2016-02-22T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"2609 4TH ST NE, WASHINGTON, DC 20002",,2016-08-03T08:09:28.000Z,WASHINGTON,DC,38.923853,-77.000229,20002,5,5C,FIFTH,502,21,NONE
